peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Annapurna South,1987,Winter,Lack (or loss) of supplies or equipment,5800.0,8,0,3,0,False
Annapurna I,1987,Winter,Success (main peak),8091.0,14,2,12,0,False
Langtang Lirung,1987,Winter,Success (main peak),7227.0,10,0,0,0,False
Makalu,1987,Winter,"Bad weather (storms, high winds)",7500.0,9,0,0,0,False
Dhaulagiri I,1987,Winter,Success (main peak),8167.0,4,0,0,0,True
Annapurna I,1987,Winter,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,4,0,0,0,False
Dhaulagiri I,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6750.0,2,0,0,0,False
Dhaulagiri I,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600.0,3,1,0,0,False
Dhaulagiri I,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6500.0,6,0,0,0,False
Dhaulagiri I,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,10,0,6,2,True
Dhaulagiri I,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6500.0,4,0,0,0,False
Dhaulagiri I,1989,Autumn,"Bad weather (storms, high winds)",7800.0,5,0,0,0,False
Churen Himal Central,1989,Autumn,Success (main peak),7385.0,4,0,7,0,False
Dhampus,1989,Autumn,Success (subpeak),6012.0,6,0,1,0,False
Gurja Himal,1989,Autumn,"Bad weather (storms, high winds)",6400.0,6,0,3,0,False
Kande Hiunchuli,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5900.0,8,0,7,0,False
Kanjeralwa,1989,Autumn,Success (subpeak),6215.0,9,0,3,0,False
Gangapurna,1989,Autumn,Success (main peak),7455.0,5,0,0,0,False
Glacier Dome,1989,Autumn,Success (main peak),7069.0,4,0,0,0,False
Glacier Dome,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5400.0,4,0,3,0,False
Annapurna II,1989,Autumn,Success (main peak),7937.0,9,2,7,0,False
Annapurna I,1989,Autumn,Success (main peak),8091.0,20,2,3,0,False
Himalchuli East,1989,Autumn,Accident (death or serious injury),6250.0,9,1,6,0,True
Manaslu,1989,Autumn,"Bad weather (storms, high winds)",5600.0,3,0,1,0,False
Manaslu,1989,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7000.0,3,0,0,0,False
Manaslu,1989,Autumn,"Bad weather (storms, high winds)",7350.0,4,0,4,0,False
Manaslu,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,5,0,3,0,False
Manaslu,1989,Autumn,"Bad weather (storms, high winds)",7060.0,13,0,2,0,False
Lhotse,1989,Autumn,Success (main peak),8516.0,2,0,1,0,True
Lhotse,1989,Autumn,Accident (death or serious injury),8350.0,14,1,0,0,False
Lhotse Shar,1989,Autumn,Success (main peak),8382.0,11,0,12,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,2,0,0,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,4,0,2,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,4,0,0,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,4,0,2,0,False
Pumori,1989,Autumn,Lack of time,6400.0,7,0,3,0,False
Pumori,1989,Autumn,Accident (death or serious injury),6400.0,7,4,0,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,9,0,0,0,False
Pumori,1989,Autumn,Success (main peak),7138.0,20,0,2,0,True
Ama Dablam,1989,Autumn,"Bad weather (storms, high winds)",6030.0,3,0,0,0,False
Ama Dablam,1989,Autumn,Success (main peak),6814.0,5,0,0,0,False
Ama Dablam,1989,Autumn,Success (main peak),6814.0,8,0,3,0,False
Ama Dablam,1989,Autumn,Success (main peak),6814.0,11,0,2,0,False
Cho Oyu,1989,Autumn,Success (main peak),8188.0,2,0,1,0,False
Cho Oyu,1989,Autumn,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,1989,Autumn,Success (main peak),8188.0,5,0,1,0,False
Cho Oyu,1989,Autumn,Success (main peak),8188.0,5,0,0,0,False
Cho Oyu,1989,Autumn,Success (main peak),8188.0,11,0,10,0,False
Dorje Lhakpa,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5610.0,7,0,4,0,False
Ganesh IV,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,7,0,0,0,False
Langtang Lirung,1989,Autumn,Success (main peak),7227.0,8,0,1,0,False
Langtang Lirung,1989,Autumn,Success (main peak),7227.0,9,0,1,0,False
Nuptse,1989,Autumn,Success (subpeak),7732.0,5,0,1,0,False
Baruntse,1989,Autumn,Success (main peak),7152.0,9,0,0,0,False
Jannu,1989,Autumn,"Bad weather (storms, high winds)",7050.0,3,0,2,0,False
Kangchenjunga,1989,Autumn,"Bad weather (storms, high winds)",7100.0,4,0,0,0,False
Makalu,1989,Autumn,"Bad weather (storms, high winds)",8100.0,6,0,0,0,False
Makalu,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,7,0,0,0,False
Makalu,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8100.0,7,0,3,0,False
Makalu,1989,Autumn,Success (main peak),8485.0,5,0,0,0,False
Makalu,1989,Autumn,"Bad weather (storms, high winds)",8000.0,5,0,0,0,False
Makalu,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500.0,13,0,0,0,False
Makalu II,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600.0,4,0,0,0,False
Yalung Kang,1989,Autumn,Success (main peak),8505.0,8,0,2,0,True
Everest,1989,Autumn,"Bad weather (storms, high winds)",7800.0,2,0,0,0,True
Everest,1989,Autumn,"Bad weather (storms, high winds)",7500.0,4,0,0,0,False
Everest,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8100.0,6,0,0,0,False
Everest,1989,Autumn,"Bad weather (storms, high winds)",7800.0,6,0,1,0,False
Everest,1989,Autumn,"Bad weather (storms, high winds)",8000.0,10,0,4,0,True
Everest,1989,Autumn,"Bad weather (storms, high winds)",8300.0,22,0,5,0,False
Everest,1989,Autumn,"Bad weather (storms, high winds)",8600.0,17,0,2,0,True
Everest,1989,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800.0,27,0,5,0,False
Annapurna I,1989,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,1,0,1,0,False
Lhotse,1989,Spring,Success (main peak),8516.0,15,0,9,0,False
Annapurna I,1989,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600.0,7,0,2,0,False
Annapurna I,1989,Winter,"Bad weather (storms, high winds)",7300.0,14,0,5,0,False
Dhaulagiri I,1989,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5200.0,5,0,0,1,False
Dhaulagiri I,1989,Winter,Accident (death or serious injury),7315.0,7,2,1,1,False
Langshisa Ri,1989,Winter,Success (main peak),6412.0,9,0,3,0,False
Langtang Ri,1989,Winter,Success (main peak),7205.0,3,0,3,0,False
Tilicho,1989,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,8,0,1,0,False
Cho Oyu,1989,Winter,Accident (death or serious injury),7800.0,7,0,6,1,False
Cho Oyu,1989,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200.0,5,0,2,0,False
Lhotse,1989,Winter,"Route technically too difficult, lack of experience, strength, or motivation",7000.0,2,0,0,0,False
Lhotse,1989,Winter,"Bad weather (storms, high winds)",7300.0,4,0,0,0,False
Pumori,1989,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950.0,5,0,0,0,False
Pumori,1989,Winter,Accident (death or serious injury),5800.0,7,1,0,0,False
Tawoche,1989,Winter,Success (main peak),6495.0,4,0,0,0,False
Yalung Kang,1989,Winter,Success (main peak),8505.0,5,1,8,2,True
Annapurna South,1990,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5750.0,2,0,2,0,False
Dhaulagiri I,1990,Spring,Success (main peak),8167.0,6,0,0,0,False
Dhaulagiri I,1990,Spring,Success (main peak),8167.0,11,0,2,1,False
Ganchenpo,1990,Spring,Success (main peak),6378.0,19,0,0,0,False
Langtang Lirung,1990,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5670.0,20,0,0,0,False
Manaslu,1990,Spring,Success (main peak),8163.0,6,0,1,0,False
Manaslu,1990,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5600.0,6,0,4,0,False
Manaslu,1990,Spring,Accident (death or serious injury),5200.0,9,2,5,1,False
Ama Dablam,1990,Spring,Success (main peak),6814.0,7,0,0,0,False
Cho Oyu,1990,Spring,Success (main peak),8188.0,6,0,0,0,False
Cho Oyu,1990,Spring,Success (claimed),8100.0,9,0,4,0,False
Cho Oyu,1990,Spring,Success (main peak),8188.0,34,0,4,0,True
Pumori,1990,Spring,"Illness, AMS, exhaustion, or frostbite",6000.0,4,0,0,0,False
Pumori,1990,Spring,Other,6700.0,6,0,3,0,True
Pumori,1990,Spring,Accident (death or serious injury),6600.0,4,1,4,0,False
Pumori,1990,Spring,"Bad weather (storms, high winds)",6375.0,8,0,0,0,False
Gyachung Kang,1990,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,11,0,1,0,False
Everest,1983,Winter,"Bad weather (storms, high winds)",8100.0,18,0,13,0,True
Everest,1985,Autumn,Accident (death or serious injury),8200.0,10,1,0,0,True
Everest,1985,Autumn,"Bad weather (storms, high winds)",7315.0,14,0,0,0,True
Everest,1985,Winter,"Bad weather (storms, high winds)",8500.0,11,0,1,0,True
Everest,1985,Winter,"Bad weather (storms, high winds)",7100.0,16,0,2,0,False
Everest,1985,Winter,Lack (or loss) of supplies or equipment,7700.0,9,0,2,0,False
Everest,1985,Winter,"Bad weather (storms, high winds)",8450.0,9,0,10,0,True
Everest,1986,Spring,"Bad weather (storms, high winds)",7775.0,11,0,0,0,False
Everest,1986,Spring,Success (main peak),8850.0,13,0,0,0,True
Everest,1986,Spring,"Bad weather (storms, high winds)",7600.0,9,0,0,0,False
Everest,1986,Spring,"Bad weather (storms, high winds)",8600.0,5,0,7,0,True
Everest,1986,Spring,Lack of time,7800.0,3,0,0,0,False
Everest,1986,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7710.0,4,0,0,0,False
Everest,1986,Summer,Accident (death or serious injury),7600.0,9,1,5,0,True
Everest,1986,Summer,Success (main peak),8850.0,6,0,0,0,False
Everest,1986,Autumn,"Bad weather (storms, high winds)",7770.0,20,0,13,1,True
Everest,1986,Autumn,"Bad weather (storms, high winds)",8600.0,4,0,0,0,False
Everest,1986,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,23,0,0,0,False
Everest,1986,Autumn,Lack of time,8763.0,25,1,16,1,True
Everest,1986,Autumn,"Bad weather (storms, high winds)",7170.0,11,0,8,0,True
Everest,1986,Winter,Accident (death or serious injury),8300.0,5,0,9,1,True
Everest,1986,Winter,"Bad weather (storms, high winds)",8000.0,6,0,7,0,True
Everest,1987,Spring,"Illness, AMS, exhaustion, or frostbite",7850.0,2,1,1,0,False
Everest,1987,Spring,"Bad weather (storms, high winds)",8250.0,23,0,3,0,False
Everest,1987,Spring,"Bad weather (storms, high winds)",8200.0,15,0,9,0,True
Everest,1987,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,2,0,0,0,False
Everest,1987,Spring,"Bad weather (storms, high winds)",8650.0,28,0,7,0,True
Everest,1987,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8750.0,14,0,5,0,True
Everest,1987,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8700.0,10,0,5,0,True
Everest,1987,Autumn,"Bad weather (storms, high winds)",8200.0,12,0,2,0,True
Everest,1987,Autumn,"Bad weather (storms, high winds)",8080.0,4,0,0,0,False
Everest,1987,Autumn,"Bad weather (storms, high winds)",8100.0,9,0,2,1,False
Everest,1987,Autumn,"Bad weather (storms, high winds)",8400.0,15,0,10,0,True
Everest,1987,Autumn,"Bad weather (storms, high winds)",8100.0,29,1,15,0,True
Everest,1987,Autumn,"Bad weather (storms, high winds)",8075.0,13,0,10,0,True
Everest,1987,Winter,Success (main peak),8850.0,9,0,1,0,True
Everest,1988,Spring,Success (main peak),8850.0,25,0,0,0,True
Everest,1988,Spring,"Bad weather (storms, high winds)",8550.0,41,0,6,0,True
Everest,1988,Spring,Success (main peak),8850.0,6,0,1,0,False
Everest,1988,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400.0,19,0,8,0,True
Everest,1988,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5940.0,7,0,0,0,False
Everest,1988,Autumn,"Bad weather (storms, high winds)",7770.0,32,0,0,0,True
Everest,1987,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7650.0,4,0,0,0,False
Everest,1988,Winter,"Bad weather (storms, high winds)",7800.0,4,0,0,0,False
Everest,1983,Spring,Success (main peak),8850.0,16,0,22,0,True
Everest,1989,Winter,"Bad weather (storms, high winds)",7900.0,27,0,10,1,True
Everest,1989,Autumn,Success (main peak),8850.0,24,0,16,0,True
Everest,1989,Autumn,Success (main peak),8850.0,16,0,9,0,True
Everest,1989,Autumn,Success (main peak),8850.0,4,0,2,0,True
Everest,1989,Autumn,Success (main peak),8850.0,11,0,12,0,True
Everest,1989,Autumn,Lack (or loss) of supplies or equipment,8450.0,9,0,8,0,True
Everest,1989,Spring,"Bad weather (storms, high winds)",7800.0,1,0,4,0,False
Everest,1989,Spring,Success (main peak),8850.0,15,1,9,0,True
Everest,1989,Spring,Success (main peak),8850.0,18,0,9,1,True
Everest,1989,Spring,"Illness, AMS, exhaustion, or frostbite",8200.0,4,0,0,0,True
Everest,1989,Spring,"Bad weather (storms, high winds)",8600.0,8,0,5,0,True
Everest,1989,Spring,Success (main peak),8850.0,15,0,12,0,True
Everest,1989,Spring,Success (main peak),8850.0,19,5,0,0,True
Everest,1989,Spring,"Bad weather (storms, high winds)",8600.0,2,0,0,0,True
Everest,1988,Autumn,Success (main peak),8850.0,8,4,4,0,False
Everest,1988,Autumn,Success (main peak),8850.0,5,0,5,0,False
Everest,1988,Autumn,Success (main peak),8850.0,1,0,3,0,False
Everest,1988,Autumn,Success (main peak),8850.0,19,0,10,1,True
Everest,1988,Autumn,Success (main peak),8850.0,9,0,15,2,True
Everest,1988,Autumn,Success (main peak),8850.0,14,0,13,0,True
Everest,1988,Autumn,Success (main peak),8850.0,13,0,28,0,True
Everest,1988,Autumn,Success (main peak),8850.0,20,0,13,0,True
Everest,1985,Autumn,Success (main peak),8850.0,12,0,12,0,True
Everest,1985,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",8725.0,42,5,22,0,True
Everest,1985,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8600.0,21,0,12,0,True
Everest,1985,Spring,Success (main peak),8850.0,14,0,22,0,True
Everest,1984,Winter,"Bad weather (storms, high winds)",7500.0,16,0,9,0,True
Everest,1984,Winter,Lack of time,7850.0,13,0,17,0,True
Everest,1984,Autumn,Accident (death or serious injury),8200.0,6,2,1,0,False
Everest,1984,Autumn,Success (claimed),8800.0,8,0,17,0,True
Everest,1984,Autumn,Accident (death or serious injury),8400.0,27,1,10,1,True
Everest,1984,Autumn,Success (main peak),8850.0,21,1,9,0,True
Everest,1984,Spring,Success (main peak),8850.0,24,0,40,2,True
Everest,1984,Spring,Success (main peak),8850.0,24,1,9,0,True
Everest,1983,Winter,Success (main peak),8850.0,10,0,9,0,True
Everest,1983,Autumn,"Bad weather (storms, high winds)",8535.0,19,0,20,0,True
Everest,1983,Autumn,Success (main peak),8850.0,5,0,10,1,False
Everest,1983,Autumn,Success (main peak),8850.0,5,2,2,0,True
Everest,1982,Winter,"Bad weather (storms, high winds)",7600.0,11,0,4,0,False
Everest,1982,Winter,Success (main peak),8850.0,7,2,4,0,True
Everest,1984,Autumn,Success (main peak),8850.0,9,0,2,0,False
Everest,1988,Spring,Success (main peak),8850.0,99,1,99,0,True
Lhotse,1955,Autumn,"Bad weather (storms, high winds)",8100.0,8,0,12,0,True
Lhotse,1974,Spring,"Route technically too difficult, lack of experience, strength, or motivation",7459.0,4,0,4,0,True
Lhotse,1978,Autumn,Did not attempt climb,7300.0,11,0,0,0,False
Lhotse,1979,Autumn,Success (main peak),8516.0,22,0,0,0,True
Lhotse,1980,Autumn,Did not attempt climb,7300.0,52,0,0,0,False
Lhotse,1980,Autumn,"Bad weather (storms, high winds)",7800.0,1,0,1,0,False
Lhotse,1980,Winter,Lack (or loss) of supplies or equipment,8050.0,6,0,5,0,False
Lhotse,1981,Spring,Did not attempt climb,7550.0,4,0,0,0,False
Lhotse,1982,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8230.0,4,0,2,0,False
Lhotse,1983,Autumn,Success (main peak),8516.0,13,0,14,0,True
Lhotse,1984,Autumn,Did not attempt climb,6100.0,3,0,0,0,False
Lhotse,1985,Autumn,Other,8050.0,5,0,0,0,False
Lhotse,1985,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",8200.0,11,1,0,0,False
Lhotse,1986,Spring,Success (main peak),8516.0,5,0,3,0,True
Lhotse,1986,Spring,Success (main peak),8516.0,2,0,0,0,False
Lhotse,1986,Autumn,Success (main peak),8516.0,9,0,8,0,False
Lhotse,1987,Spring,Did not attempt climb,8400.0,13,0,0,0,False
Lhotse,1987,Autumn,"Bad weather (storms, high winds)",8300.0,13,1,0,0,False
Jannu,1989,Winter,"Bad weather (storms, high winds)",7360.0,9,0,0,0,False
Annapurna I,1990,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6502.0,8,0,2,0,False
Annapurna South,1991,Autumn,Success (main peak),7219.0,6,0,3,0,False
Dhaulagiri I,1991,Autumn,Lack of time,8130.0,6,0,2,0,False
Dhaulagiri I,1991,Autumn,"Bad weather (storms, high winds)",7100.0,7,0,0,0,False
Dhaulagiri I,1991,Autumn,Success (main peak),8167.0,9,0,2,0,False
Dhaulagiri I,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,5,0,2,0,False
Dhaulagiri I,1991,Autumn,Success (main peak),8167.0,5,0,0,0,False
Dhaulagiri I,1991,Autumn,"Illness, AMS, exhaustion, or frostbite",7800.0,6,0,3,0,False
Tukuche,1991,Autumn,Success (main peak),6920.0,6,0,0,0,False
Putha Hiunchuli,1991,Autumn,Lack (or loss) of supplies or equipment,5300.0,1,0,2,0,False
Tukuche,1991,Autumn,Success (main peak),6920.0,7,0,2,0,False
Dhampus,1991,Autumn,Success (main peak),6012.0,6,0,2,0,False
Tripura Hiunchuli,1991,Autumn,Success (subpeak),6444.0,6,0,0,0,False
Gangapurna,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200.0,3,0,3,0,False
Annapurna III,1991,Autumn,Lack (or loss) of supplies or equipment,4730.0,2,0,0,0,False
Gangapurna,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,8,0,3,0,False
Annapurna III,1991,Autumn,"Bad weather (storms, high winds)",6800.0,10,0,3,0,False
Glacier Dome,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,4,0,0,0,False
Annapurna South,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5500.0,7,0,0,0,False
Annapurna I,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6120.0,6,0,0,0,False
Annapurna I,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6450.0,11,0,6,0,False
Annapurna I,1991,Autumn,Success (main peak),8091.0,12,0,0,0,True
Annapurna I,1991,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",7900.0,1,0,1,0,False
Annapurna I,1991,Autumn,Success (main peak),8091.0,10,0,0,0,False
Annapurna I,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,14,0,0,0,True
Tilicho,1991,Autumn,Success (main peak),7134.0,10,0,2,0,False
Annapurna I,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7285.0,10,0,0,0,False
Tilicho,1991,Autumn,Success (main peak),7134.0,15,0,2,0,False
Annapurna I,1991,Autumn,Success (main peak),8091.0,17,1,0,0,False
Annapurna I,1991,Autumn,Success (main peak),8091.0,4,0,0,0,False
Annapurna I,1991,Autumn,Accident (death or serious injury),7500.0,14,2,12,4,False
Manaslu,1991,Autumn,"Bad weather (storms, high winds)",7900.0,7,0,2,0,False
Manaslu,1991,Autumn,"Illness, AMS, exhaustion, or frostbite",7800.0,7,0,0,0,False
Kang Guru,1991,Autumn,Success (main peak),6981.0,5,0,2,0,False
Cheo Himal,1991,Autumn,Success (main peak),6820.0,13,0,6,0,False
Bhrikuti,1991,Autumn,Success (main peak),6361.0,7,0,2,0,False
Bhrikuti,1991,Autumn,Success (main peak),6476.0,6,0,3,0,False
Numbur,1991,Autumn,Success (main peak),6958.0,2,0,0,0,False
Langtang Lirung,1991,Autumn,Lack of time,6100.0,4,0,0,0,False
Manaslu,1991,Autumn,"Bad weather (storms, high winds)",7100.0,10,0,1,0,False
Manaslu,1991,Autumn,Success (main peak),8163.0,18,0,8,0,True
Langtang Lirung,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7150.0,8,0,3,0,False
Cho Oyu,1991,Autumn,Success (main peak),8188.0,9,0,2,0,False
Cho Oyu,1991,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400.0,14,0,2,0,False
